Date,Index,Inflation
3/1/2012,229.392,0.76
4/1/2012,230.085,0.3
5/1/2012,229.815,-0.12
6/1/2012,229.478,-0.15
7/1/2012,229.104,-0.16
8/1/2012,230.379,0.56
9/1/2012,231.407,0.45
10/1/2012,231.317,-0.04
11/1/2012,230.221,-0.47
12/1/2012,229.601,-0.27
1/1/2013,230.28,0.3
2/1/2013,232.166,0.82
3/1/2013,232.773,0.26
4/1/2013,232.531,-0.1
5/1/2013,232.945,0.18
6/1/2013,233.504,0.24
7/1/2013,233.596,0.04
8/1/2013,233.877,0.12
9/1/2013,234.149,0.12
10/1/2013,233.546,-0.26
11/1/2013,233.069,-0.2
12/1/2013,233.049,-0.01
1/1/2014,233.916,0.37
